Circuit: * D:\ECE_Projects\Music_Visualizer\Misc\LM324_With_Voltage_Regulator_Example.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00233201 to 0.00233201
Heightened Def Con from 0.00233729 to 0.00233729
Heightened Def Con from 0.00233738 to 0.00233738
Heightened Def Con from 0.00233739 to 0.00233739
Heightened Def Con from 0.00233739 to 0.00233739
Heightened Def Con from 0.00234244 to 0.00234244
Heightened Def Con from 0.0023425 to 0.00234251
Heightened Def Con from 0.00234691 to 0.00234691
Heightened Def Con from 0.00234754 to 0.00234754
Heightened Def Con from 0.00235236 to 0.00235236
Heightened Def Con from 0.00235272 to 0.00235273
Heightened Def Con from 0.00235762 to 0.00235762
Heightened Def Con from 0.00235781 to 0.00235781
Heightened Def Con from 0.00235781 to 0.00235781
Heightened Def Con from 0.00235781 to 0.00235781
Heightened Def Con from 0.00235781 to 0.00235781
Heightened Def Con from 0.00235782 to 0.00235782
Heightened Def Con from 0.00236797 to 0.00236797
Heightened Def Con from 0.00237814 to 0.00237814
Heightened Def Con from 0.00237814 to 0.00237814
Heightened Def Con from 0.00237814 to 0.00237815
Heightened Def Con from 0.00237815 to 0.00237815
Heightened Def Con from 0.00238307 to 0.00238307
Heightened Def Con from 0.00238307 to 0.00238307
Heightened Def Con from 0.00238836 to 0.00238837
Heightened Def Con from 0.00238837 to 0.00238837
Heightened Def Con from 0.00239344 to 0.00239344
Heightened Def Con from 0.00239344 to 0.00239345
Heightened Def Con from 0.00239345 to 0.00239345
Heightened Def Con from 0.00239848 to 0.00239848
Heightened Def Con from 0.00239857 to 0.00239858
Heightened Def Con from 0.0023986 to 0.0023986
Heightened Def Con from 0.0023986 to 0.0023986
Heightened Def Con from 0.00240271 to 0.00240272
Heightened Def Con from 0.0024034 to 0.0024034
Heightened Def Con from 0.00240359 to 0.00240359
Heightened Def Con from 0.00240365 to 0.00240365
Heightened Def Con from 0.00241369 to 0.00241369
Heightened Def Con from 0.00241903 to 0.00241903
Heightened Def Con from 0.00242421 to 0.00242421
Heightened Def Con from 0.00242928 to 0.00242928
Heightened Def Con from 0.00242929 to 0.00242929
Heightened Def Con from 0.00242929 to 0.00242929
Heightened Def Con from 0.00242929 to 0.0024293
Heightened Def Con from 0.0024344 to 0.0024344
Heightened Def Con from 0.00243953 to 0.00243953
Heightened Def Con from 0.00243954 to 0.00243954
Heightened Def Con from 0.00244466 to 0.00244467
Heightened Def Con from 0.00245995 to 0.00245996
Heightened Def Con from 0.00245998 to 0.00245998
Heightened Def Con from 0.00245999 to 0.00246
Heightened Def Con from 0.00247001 to 0.00247001
Heightened Def Con from 0.00247001 to 0.00247001
Heightened Def Con from 0.00247012 to 0.00247013
Heightened Def Con from 0.00247022 to 0.00247023
Heightened Def Con from 0.00247023 to 0.00247023
Heightened Def Con from 0.00247023 to 0.00247023
Heightened Def Con from 0.00247537 to 0.00247538
Heightened Def Con from 0.00247542 to 0.00247542
Heightened Def Con from 0.00247542 to 0.00247542
Heightened Def Con from 0.00248052 to 0.00248052
Heightened Def Con from 0.00248566 to 0.00248567
Heightened Def Con from 0.00249072 to 0.00249073
Heightened Def Con from 0.00249585 to 0.00249585
Heightened Def Con from 0.00249585 to 0.00249585
Heightened Def Con from 0.00249585 to 0.00249585
Heightened Def Con from 0.00250097 to 0.00250097
Heightened Def Con from 0.00250097 to 0.00250097
Heightened Def Con from 0.00250097 to 0.00250097
Heightened Def Con from 0.00250097 to 0.00250098
Heightened Def Con from 0.00250098 to 0.00250098
Heightened Def Con from 0.00250098 to 0.00250098
Heightened Def Con from 0.00250098 to 0.00250098
Heightened Def Con from 0.00250098 to 0.00250098
Heightened Def Con from 0.00250099 to 0.00250099
Heightened Def Con from 0.00250584 to 0.00250585
Heightened Def Con from 0.00250585 to 0.00250585
Heightened Def Con from 0.0025059 to 0.0025059
Heightened Def Con from 0.00250601 to 0.00250602
Heightened Def Con from 0.00250605 to 0.00250605
Heightened Def Con from 0.00250612 to 0.00250612
Heightened Def Con from 0.00250612 to 0.00250613
Heightened Def Con from 0.00250613 to 0.00250613
Heightened Def Con from 0.00251116 to 0.00251116
Heightened Def Con from 0.00251626 to 0.00251626
Heightened Def Con from 0.00251634 to 0.00251634
Heightened Def Con from 0.00252141 to 0.00252141
Heightened Def Con from 0.0025223 to 0.0025223
Heightened Def Con from 0.0025223 to 0.00252231
Heightened Def Con from 0.00252661 to 0.00252661
Heightened Def Con from 0.00253142 to 0.00253142
Heightened Def Con from 0.00254171 to 0.00254171
Heightened Def Con from 0.00254171 to 0.00254171
Heightened Def Con from 0.00254172 to 0.00254172
Heightened Def Con from 0.00254193 to 0.00254193
Heightened Def Con from 0.00255191 to 0.00255191
Heightened Def Con from 0.00255212 to 0.00255212
Heightened Def Con from 0.00255212 to 0.00255212
Heightened Def Con from 0.00255212 to 0.00255213
Heightened Def Con from 0.00255707 to 0.00255707
Heightened Def Con from 0.00255707 to 0.00255707
Heightened Def Con from 0.00255708 to 0.00255709
Heightened Def Con from 0.00255709 to 0.00255709
Heightened Def Con from 0.00255709 to 0.0025571
Heightened Def Con from 0.0025571 to 0.0025571
Heightened Def Con from 0.0025573 to 0.0025573
Heightened Def Con from 0.0025573 to 0.00255731
Heightened Def Con from 0.00256236 to 0.00256237
Heightened Def Con from 0.00257241 to 0.00257241
Heightened Def Con from 0.0025726 to 0.0025726
Heightened Def Con from 0.0025726 to 0.00257261
Heightened Def Con from 0.0025775 to 0.00257751
Heightened Def Con from 0.00257754 to 0.00257754
Heightened Def Con from 0.00257772 to 0.00257772
Heightened Def Con from 0.00258285 to 0.00258285
Heightened Def Con from 0.00258285 to 0.00258285
Heightened Def Con from 0.00258787 to 0.00258787
Heightened Def Con from 0.00260831 to 0.00260831
Heightened Def Con from 0.00260832 to 0.00260832
Heightened Def Con from 0.00261343 to 0.00261344
Heightened Def Con from 0.00261839 to 0.00261839
Heightened Def Con from 0.00261839 to 0.0026184
Heightened Def Con from 0.00261859 to 0.00261859
Heightened Def Con from 0.00262366 to 0.00262367
Heightened Def Con from 0.0026286 to 0.0026286
Heightened Def Con from 0.00262885 to 0.00262885
Heightened Def Con from 0.00263387 to 0.00263387
Heightened Def Con from 0.00263387 to 0.00263387
Heightened Def Con from 0.00263878 to 0.00263878
Heightened Def Con from 0.00265427 to 0.00265427
Heightened Def Con from 0.00265427 to 0.00265428
Heightened Def Con from 0.00265428 to 0.00265428
Heightened Def Con from 0.00265943 to 0.00265943
Heightened Def Con from 0.00265943 to 0.00265943
Heightened Def Con from 0.00266958 to 0.00266958
Heightened Def Con from 0.00266968 to 0.00266968
Heightened Def Con from 0.00267473 to 0.00267473
Heightened Def Con from 0.00267965 to 0.00267965
Heightened Def Con from 0.00268474 to 0.00268474
Heightened Def Con from 0.00268476 to 0.00268476
Heightened Def Con from 0.00268492 to 0.00268492
Heightened Def Con from 0.00268495 to 0.00268496
Heightened Def Con from 0.00268496 to 0.00268496
Heightened Def Con from 0.00268497 to 0.00268497
Heightened Def Con from 0.00268497 to 0.00268498
Heightened Def Con from 0.00269012 to 0.00269012
Heightened Def Con from 0.00269518 to 0.00269518
Heightened Def Con from 0.00269518 to 0.00269518
Heightened Def Con from 0.00269519 to 0.00269519
Heightened Def Con from 0.00270031 to 0.00270032
Heightened Def Con from 0.00270032 to 0.00270032
Heightened Def Con from 0.00270032 to 0.00270032
Heightened Def Con from 0.00270035 to 0.00270035
Heightened Def Con from 0.00270035 to 0.00270035
Heightened Def Con from 0.0027054 to 0.0027054
Heightened Def Con from 0.0027054 to 0.0027054
Heightened Def Con from 0.0027054 to 0.0027054
Heightened Def Con from 0.0027054 to 0.0027054
Heightened Def Con from 0.00271049 to 0.00271049
Heightened Def Con from 0.00271541 to 0.00271541
Heightened Def Con from 0.00271559 to 0.00271559
Heightened Def Con from 0.00271559 to 0.0027156
Heightened Def Con from 0.00272044 to 0.00272044
Heightened Def Con from 0.00272071 to 0.00272071
Heightened Def Con from 0.00274112 to 0.00274112
Heightened Def Con from 0.00274615 to 0.00274615
Heightened Def Con from 0.00275132 to 0.00275132
Heightened Def Con from 0.00275643 to 0.00275643
Heightened Def Con from 0.00275643 to 0.00275643
Heightened Def Con from 0.00278188 to 0.00278189
Heightened Def Con from 0.00278705 to 0.00278705
Heightened Def Con from 0.00278706 to 0.00278706
Heightened Def Con from 0.00278706 to 0.00278706
Heightened Def Con from 0.00278706 to 0.00278706
Heightened Def Con from 0.00279217 to 0.00279217
Heightened Def Con from 0.00279218 to 0.00279219
Heightened Def Con from 0.00279224 to 0.00279224
Heightened Def Con from 0.00279718 to 0.00279718
Heightened Def Con from 0.00279719 to 0.00279719
Heightened Def Con from 0.00280227 to 0.00280227
Heightened Def Con from 0.00281222 to 0.00281222
Heightened Def Con from 0.00281222 to 0.00281222
Heightened Def Con from 0.00281245 to 0.00281245
Heightened Def Con from 0.00281245 to 0.00281245
Heightened Def Con from 0.00281755 to 0.00281755
Heightened Def Con from 0.00281755 to 0.00281755
Heightened Def Con from 0.00281756 to 0.00281756
Heightened Def Con from 0.00281756 to 0.00281756
Heightened Def Con from 0.00282246 to 0.00282246
Heightened Def Con from 0.00282269 to 0.00282269
Heightened Def Con from 0.00282274 to 0.00282274
Heightened Def Con from 0.00282756 to 0.00282757
Heightened Def Con from 0.0028278 to 0.0028278
Heightened Def Con from 0.0028278 to 0.0028278
Heightened Def Con from 0.00282782 to 0.00282782
Heightened Def Con from 0.00282783 to 0.00282783
Heightened Def Con from 0.00283288 to 0.00283289
Heightened Def Con from 0.00283289 to 0.00283289
Heightened Def Con from 0.00283295 to 0.00283295
Heightened Def Con from 0.00283803 to 0.00283803
Heightened Def Con from 0.00283803 to 0.00283803
Heightened Def Con from 0.00284317 to 0.00284318
Heightened Def Con from 0.00284811 to 0.00284812
Heightened Def Con from 0.00284824 to 0.00284824
Heightened Def Con from 0.00285338 to 0.00285338
Heightened Def Con from 0.00285844 to 0.00285845
Heightened Def Con from 0.00286334 to 0.00286335
Heightened Def Con from 0.00286347 to 0.00286347
Heightened Def Con from 0.00286846 to 0.00286846
Heightened Def Con from 0.0028687 to 0.00286871
Heightened Def Con from 0.00287359 to 0.00287359
Heightened Def Con from 0.00287383 to 0.00287383
Heightened Def Con from 0.00287387 to 0.00287387
Heightened Def Con from 0.00287872 to 0.00287872
Heightened Def Con from 0.0028789 to 0.00287891
Heightened Def Con from 0.00287908 to 0.00287908
Heightened Def Con from 0.00288397 to 0.00288397
Heightened Def Con from 0.00288397 to 0.00288398
Heightened Def Con from 0.0028891 to 0.0028891
Heightened Def Con from 0.0028891 to 0.0028891
Heightened Def Con from 0.00289935 to 0.00289935
Heightened Def Con from 0.00289936 to 0.00289937
Heightened Def Con from 0.00290447 to 0.00290447
Heightened Def Con from 0.00290449 to 0.00290449
Heightened Def Con from 0.00290455 to 0.00290455
Heightened Def Con from 0.0029094 to 0.0029094
Heightened Def Con from 0.00290961 to 0.00290961
Heightened Def Con from 0.00290961 to 0.00290961
Heightened Def Con from 0.00291983 to 0.00291983
Heightened Def Con from 0.00294533 to 0.00294533
Heightened Def Con from 0.00294533 to 0.00294534
Heightened Def Con from 0.00294534 to 0.00294534
Heightened Def Con from 0.00294538 to 0.00294538
Heightened Def Con from 0.00294539 to 0.00294539
Heightened Def Con from 0.00295047 to 0.00295047
Heightened Def Con from 0.00296056 to 0.00296056
Heightened Def Con from 0.00296057 to 0.00296058
Heightened Def Con from 0.00296558 to 0.00296558
Heightened Def Con from 0.00297058 to 0.00297059
Heightened Def Con from 0.00297059 to 0.00297059
Heightened Def Con from 0.0029706 to 0.0029706
Heightened Def Con from 0.00298055 to 0.00298056
Heightened Def Con from 0.00298073 to 0.00298073
Heightened Def Con from 0.00298081 to 0.00298082
Heightened Def Con from 0.00298083 to 0.00298083
Heightened Def Con from 0.00298569 to 0.00298569
Heightened Def Con from 0.0029859 to 0.0029859
Heightened Def Con from 0.00298593 to 0.00298593
Heightened Def Con from 0.00298593 to 0.00298594
Heightened Def Con from 0.00299108 to 0.00299108
Heightened Def Con from 0.00299109 to 0.00299109
Heightened Def Con from 0.00299613 to 0.00299613
Heightened Def Con from 0.00299621 to 0.00299621
Heightened Def Con from 0.00299625 to 0.00299625
Heightened Def Con from 0.0030012 to 0.0030012
Heightened Def Con from 0.0030013 to 0.0030013
Heightened Def Con from 0.00300642 to 0.00300642
Heightened Def Con from 0.00300642 to 0.00300642
Heightened Def Con from 0.00301149 to 0.00301149
Heightened Def Con from 0.00301149 to 0.00301149
Heightened Def Con from 0.0030115 to 0.0030115
Heightened Def Con from 0.0030115 to 0.0030115
Heightened Def Con from 0.00302167 to 0.00302167
Heightened Def Con from 0.00302167 to 0.00302168
Heightened Def Con from 0.0030266 to 0.0030266
Heightened Def Con from 0.00303189 to 0.00303189
Heightened Def Con from 0.00304207 to 0.00304207
Heightened Def Con from 0.00304208 to 0.00304208
Heightened Def Con from 0.00304695 to 0.00304695
Heightened Def Con from 0.00305231 to 0.00305231
Heightened Def Con from 0.00305232 to 0.00305232
Heightened Def Con from 0.00305232 to 0.00305232
Heightened Def Con from 0.00305725 to 0.00305725
Heightened Def Con from 0.00305745 to 0.00305745
Heightened Def Con from 0.00305749 to 0.00305749
Heightened Def Con from 0.00305751 to 0.00305751
Heightened Def Con from 0.00306757 to 0.00306757
Heightened Def Con from 0.00306769 to 0.0030677
Heightened Def Con from 0.00307793 +to 0.00307794
Heightened Def Con from 0.00308285 to 0.00308285
Heightened Def Con from 0.00308303 to 0.00308303
Heightened Def Con from 0.00308824 to 0.00308824
Heightened Def Con from 0.00309306 to 0.00309306
Heightened Def Con from 0.00309326 to 0.00309326
Heightened Def Con from 0.00309328 to 0.00309329
Heightened Def Con from 0.00309336 to 0.00309336
Heightened Def Con from 0.00309828 to 0.00309829
Heightened Def Con from 0.00309831 to 0.00309831
Heightened Def Con from 0.00310304 to 0.00310304
Heightened Def Con from 0.00310834 to 0.00310835
Heightened Def Con from 0.00311877 to 0.00311877
Heightened Def Con from 0.00312372 to 0.00312372
Heightened Def Con from 0.00312394 to 0.00312394
Heightened Def Con from 0.00312868 to 0.00312868
Heightened Def Con from 0.00312868 to 0.00312868
Heightened Def Con from 0.00312874 to 0.00312874
Heightened Def Con from 0.00312874 to 0.00312874
Heightened Def Con from 0.00312891 to 0.00312891
Heightened Def Con from 0.00312891 to 0.00312891
Heightened Def Con from 0.00313383 to 0.00313384
Heightened Def Con from 0.00313385 to 0.00313385
Heightened Def Con from 0.00313403 to 0.00313403
Heightened Def Con from 0.00313404 to 0.00313404
Heightened Def Con from 0.00313404 to 0.00313405
Heightened Def Con from 0.00313901 to 0.00313902
Heightened Def Con from 0.00313916 to 0.00313916
Heightened Def Con from 0.00313919 to 0.00313919
Heightened Def Con from 0.0031443 to 0.00314431
Heightened Def Con from 0.00314923 to 0.00314923
Heightened Def Con from 0.00315456 to 0.00315456
Heightened Def Con from 0.00316476 to 0.00316476
Heightened Def Con from 0.00316477 to 0.00316477
Heightened Def Con from 0.00316477 to 0.00316478
Heightened Def Con from 0.00316478 to 0.00316478
Heightened Def Con from 0.00316478 to 0.00316479
Heightened Def Con from 0.0031699 to 0.0031699
Heightened Def Con from 0.00317501 to 0.00317501
Heightened Def Con from 0.00317503 to 0.00317504
Heightened Def Con from 0.00317504 to 0.00317504
Heightened Def Con from 0.00318023 to 0.00318023
Heightened Def Con from 0.00318506 to 0.00318506
Heightened Def Con from 0.00318506 to 0.00318506
Heightened Def Con from 0.00318508 to 0.00318508
Heightened Def Con from 0.00318508 to 0.00318508
Heightened Def Con from 0.00318508 to 0.00318508
Heightened Def Con from 0.00318526 to 0.00318527
Heightened Def Con from 0.00320062 to 0.00320062
Heightened Def Con from 0.00320067 to 0.00320068
Heightened Def Con from 0.00320068 to 0.00320068
Heightened Def Con from 0.00320072 to 0.00320072
Heightened Def Con from 0.00320571 to 0.00320571
Heightened Def Con from 0.00320571 to 0.00320571
Heightened Def Con from 0.00321081 to 0.00321082
Heightened Def Con from 0.00321082 to 0.00321083
Heightened Def Con from 0.00322082 to 0.00322082
Heightened Def Con from 0.00322095 to 0.00322095
Heightened Def Con from 0.00322111 to 0.00322111
Heightened Def Con from 0.00322114 to 0.00322115
Heightened Def Con from 0.00322611 to 0.00322611
Heightened Def Con from 0.0032262 to 0.00322621
Heightened Def Con from 0.00322621 to 0.00322621
Heightened Def Con from 0.00323133 to 0.00323133
Heightened Def Con from 0.00323134 to 0.00323135
Heightened Def Con from 0.00323137 to 0.00323138
Heightened Def Con from 0.00323645 to 0.00323645
Heightened Def Con from 0.00323647 to 0.00323647
Heightened Def Con from 0.00323647 to 0.00323647
Heightened Def Con from 0.00324158 to 0.00324158
Heightened Def Con from 0.00324163 to 0.00324163
Heightened Def Con from 0.00324671 to 0.00324671
Heightened Def Con from 0.00324671 to 0.00324671
Heightened Def Con from 0.00324674 to 0.00324674
Heightened Def Con from 0.0032517 to 0.00325171
Heightened Def Con from 0.0032518 to 0.00325181
Heightened Def Con from 0.00325183 to 0.00325183
Heightened Def Con from 0.00325186 to 0.00325186
Heightened Def Con from 0.0032519 to 0.0032519
Heightened Def Con from 0.00325695 to 0.00325696
Heightened Def Con from 0.00325696 to 0.00325696
Heightened Def Con from 0.00325698 to 0.00325698
Heightened Def Con from 0.00325698 to 0.00325698
Heightened Def Con from 0.00325699 to 0.00325699
Heightened Def Con from 0.00326211 to 0.00326211
Heightened Def Con from 0.00326721 to 0.00326721
Heightened Def Con from 0.00326722 to 0.00326723
Heightened Def Con from 0.00326723 to 0.00326723
Heightened Def Con from 0.00327235 to 0.00327235
Heightened Def Con from 0.00327235 to 0.00327235
Heightened Def Con from 0.00327726 to 0.00327726
Heightened Def Con from 0.00327747 to 0.00327747
Heightened Def Con from 0.00328239 to 0.00328239
Heightened Def Con from 0.00328243 to 0.00328243
Heightened Def Con from 0.00328268 to 0.00328268
Heightened Def Con from 0.00328757 to 0.00328757
Heightened Def Con from 0.0032877 to 0.0032877
Heightened Def Con from 0.00328771 to 0.00328771
Heightened Def Con from 0.00329286 to 0.00329286
Heightened Def Con from 0.00329288 to 0.00329289
Heightened Def Con from 0.0032929 to 0.0032929
Heightened Def Con from 0.00329797 to 0.00329797
Heightened Def Con from 0.00329797 to 0.00329797
Heightened Def Con from 0.0033028 to 0.0033028
Heightened Def Con from 0.0033028 to 0.00330281
Heightened Def Con from 0.00330794 to 0.00330794
Heightened Def Con from 0.00330794 to 0.00330795
Heightened Def Con from 0.00330811 to 0.00330811
Heightened Def Con from 0.00330812 to 0.00330813
Heightened Def Con from 0.00330814 to 0.00330814
Heightened Def Con from 0.00331326 to 0.00331326
Heightened Def Con from 0.00331839 to 0.0033184
Heightened Def Con from 0.0033184 to 0.00331841
Heightened Def Con from 0.0033235 to 0.00332351
Heightened Def Con from 0.00332862 to 0.00332863
Heightened Def Con from 0.00332863 to 0.00332863
Heightened Def Con from 0.00332863 to 0.00332863
Heightened Def Con from 0.00333355 to 0.00333355
Heightened Def Con from 0.00333376 to 0.00333376
Heightened Def Con from 0.0033386 to 0.0033386
Heightened Def Con from 0.00333861 to 0.00333861
Heightened Def Con from 0.0033388 to 0.0033388
Heightened Def Con from 0.00333882 to 0.00333882
Heightened Def Con from 0.00334393 to 0.00334393
Heightened Def Con from 0.003344 to 0.003344
Heightened Def Con from 0.00334401 to 0.00334401
Heightened Def Con from 0.00334872 to 0.00334872
Heightened Def Con from 0.00334901 to 0.00334902
Heightened Def Con from 0.00335387 to 0.00335387
Heightened Def Con from 0.00335391 to 0.00335391
Heightened Def Con from 0.00335892 to 0.00335892
Heightened Def Con from 0.00335892 to 0.00335892
Heightened Def Con from 0.00335904 to 0.00335905
Heightened Def Con from 0.00335924 to 0.00335924
Heightened Def Con from 0.00335928 to 0.00335928
Heightened Def Con from 0.00336926 to 0.00336926
Heightened Def Con from 0.00336949 to 0.0033695
Heightened Def Con from 0.00337449 to 0.00337449
Heightened Def Con from 0.00337449 to 0.00337449
Heightened Def Con from 0.00337963 to 0.00337964
Heightened Def Con from 0.00338467 to 0.00338467
Heightened Def Con from 0.00338953 to 0.00338953
Heightened Def Con from 0.00338983 to 0.00338983
Heightened Def Con from 0.00338984 to 0.00338984
Heightened Def Con from 0.00339473 to 0.00339474
Heightened Def Con from 0.00340009 to 0.00340009
Heightened Def Con from 0.00340009 to 0.00340009
Heightened Def Con from 0.0034001 to 0.0034001
Heightened Def Con from 0.0034001 to 0.0034001
Heightened Def Con from 0.0034001 to 0.0034001
Heightened Def Con from 0.0034001 to 0.0034001
Heightened Def Con from 0.0034001 to 0.0034001
Heightened Def Con from 0.00340522 to 0.00340522
Heightened Def Con from 0.00340524 to 0.00340524
Heightened Def Con from 0.00340524 to 0.00340524
Heightened Def Con from 0.00340528 to 0.00340528
Heightened Def Con from 0.00341034 to 0.00341034
Heightened Def Con from 0.00341035 to 0.00341035
Heightened Def Con from 0.00341035 to 0.00341035
Heightened Def Con from 0.00341544 to 0.00341545
Heightened Def Con from 0.00341545 to 0.00341545
Heightened Def Con from 0.0034155 to 0.0034155
Heightened Def Con from 0.0034155 to 0.0034155
Heightened Def Con from 0.00342055 to 0.00342055
Heightened Def Con from 0.00342543 to 0.00342544
Heightened Def Con from 0.00343078 to 0.00343078
Heightened Def Con from 0.0034359 to 0.00343591
Heightened Def Con from 0.00344092 to 0.00344092
Heightened Def Con from 0.00344092 to 0.00344092
Heightened Def Con from 0.00344093 to 0.00344093
Heightened Def Con from 0.00344608 to 0.00344608
Heightened Def Con from 0.00344608 to 0.00344608
Heightened Def Con from 0.00344608 to 0.00344609
Heightened Def Con from 0.00345623 to 0.00345623
Heightened Def Con from 0.00346129 to 0.00346129
Heightened Def Con from 0.00346621 to 0.00346621
Heightened Def Con from 0.00346621 to 0.00346622
Heightened Def Con from 0.00347153 to 0.00347153
Heightened Def Con from 0.00347586 to 0.00347586
Heightened Def Con from 0.00348149 to 0.00348149
Heightened Def Con from 0.00348151 to 0.00348151
Heightened Def Con from 0.00348637 to 0.00348637
Heightened Def Con from 0.00348637 to 0.00348638
Heightened Def Con from 0.00348654 to 0.00348654
Heightened Def Con from 0.0034917 to 0.0034917
Heightened Def Con from 0.0034917 to 0.0034917
Heightened Def Con from 0.0034917 to 0.00349171
Heightened Def Con from 0.00349682 to 0.00349682
Heightened Def Con from 0.00350194 to 0.00350195
Heightened Def Con from 0.00350714 to 0.00350714
Heightened Def Con from 0.00350714 to 0.00350714
Heightened Def Con from 0.00351218 to 0.00351218
Heightened Def Con from 0.00351218 to 0.00351219
Heightened Def Con from 0.00351221 to 0.00351221
Heightened Def Con from 0.00351221 to 0.00351221
Heightened Def Con from 0.00351223 to 0.00351224
Heightened Def Con from 0.00351732 to 0.00351732
Heightened Def Con from 0.00352736 to 0.00352736
Heightened Def Con from 0.00352757 to 0.00352757
Heightened Def Con from 0.00352758 to 0.00352758
Heightened Def Con from 0.00352758 to 0.00352758
Heightened Def Con from 0.00352767 to 0.00352767
Heightened Def Con from 0.00353271 to 0.00353271
Heightened Def Con from 0.00354282 to 0.00354283
Heightened Def Con from 0.00354796 to 0.00354797
Heightened Def Con from 0.00354804 to 0.00354805
Heightened Def Con from 0.0035531 to 0.0035531
Heightened Def Con from 0.00355311 to 0.00355311
Heightened Def Con from 0.00355312 to 0.00355312
Heightened Def Con from 0.00355802 to 0.00355802
Heightened Def Con from 0.00355826 to 0.00355826
Heightened Def Con from 0.0035583 to 0.0035583
Heightened Def Con from 0.00355831 to 0.00355831
Heightened Def Con from 0.00356337 to 0.00356337
Heightened Def Con from 0.00356338 to 0.00356338
Heightened Def Con from 0.00356338 to 0.00356338
Heightened Def Con from 0.00356826 to 0.00356826
Heightened Def Con from 0.00357364 to 0.00357364
Heightened Def Con from 0.00357871 to 0.00357872
Heightened Def Con from 0.00358352 to 0.00358352
Heightened Def Con from 0.00359401 to 0.00359402
Heightened Def Con from 0.00359403 to 0.00359403
Heightened Def Con from 0.00359911 to 0.00359912
Heightened Def Con from 0.00360403 to 0.00360403
Heightened Def Con from 0.00360421 to 0.00360421
Heightened Def Con from 0.00360421 to 0.00360421
Heightened Def Con from 0.00360422 to 0.00360422
Heightened Def Con from 0.00360425 to 0.00360425
Heightened Def Con from 0.00360809 to 0.00360809
Heightened Def Con from 0.00360809 to 0.00360809
Heightened Def Con from 0.0036093 to 0.0036093
Heightened Def Con from 0.0036093 to 0.0036093
Heightened Def Con from 0.0036093 to 0.0036093
Heightened Def Con from 0.00360931 to 0.00360931
Heightened Def Con from 0.00360931 to 0.00360931
Heightened Def Con from 0.00361424 to 0.00361424
Heightened Def Con from 0.00361442 to 0.00361442
Heightened Def Con from 0.00361941 to 0.00361941
Heightened Def Con from 0.00362456 to 0.00362456
Heightened Def Con from 0.00362457 to 0.00362458
Heightened Def Con from 0.00362459 to 0.00362459
Heightened Def Con from 0.00362459 to 0.00362459
Heightened Def Con from 0.00362947 to 0.00362947
Heightened Def Con from 0.00362969 to 0.00362969
Heightened Def Con from 0.00362969 to 0.00362969
Heightened Def Con from 0.00362969 to 0.00362969
Heightened Def Con from 0.00362977 to 0.00362977
Heightened Def Con from 0.00363482 to 0.00363482
Heightened Def Con from 0.00363977 to 0.00363977
Heightened Def Con from 0.00364481 to 0.00364482
Heightened Def Con from 0.00365508 to 0.00365508
Heightened Def Con from 0.00365998 to 0.00365999
Heightened Def Con from 0.00366 to 0.00366
Heightened Def Con from 0.00366019 to 0.0036602
Heightened Def Con from 0.0036602 to 0.0036602
Heightened Def Con from 0.00366026 to 0.00366026
Heightened Def Con from 0.00366532 to 0.00366533
Heightened Def Con from 0.00366533 to 0.00366533
Heightened Def Con from 0.00366534 to 0.00366534
Heightened Def Con from 0.00367045 to 0.00367045
Heightened Def Con from 0.00367552 to 0.00367552
Heightened Def Con from 0.00367553 to 0.00367553
Heightened Def Con from 0.0036806 to 0.0036806
Heightened Def Con from 0.00368566 to 0.00368566
Heightened Def Con from 0.00368566 to 0.00368566
Heightened Def Con from 0.00368569 to 0.00368569
Heightened Def Con from 0.0036857 to 0.0036857
Heightened Def Con from 0.0036906 to 0.0036906
Heightened Def Con from 0.00369079 to 0.00369079
Heightened Def Con from 0.00369596 to 0.00369596
Heightened Def Con from 0.00370101 to 0.00370101
Heightened Def Con from 0.00370105 to 0.00370105
Heightened Def Con from 0.00370604 to 0.00370605
Heightened Def Con from 0.00370606 to 0.00370606
Heightened Def Con from 0.00370607 to 0.00370607
Heightened Def Con from 0.00370607 to 0.00370607
Heightened Def Con from 0.00370607 to 0.00370607
Heightened Def Con from 0.00371104 to 0.00371104
Heightened Def Con from 0.00371104 to 0.00371104
Heightened Def Con from 0.00371121 to 0.00371121
Heightened Def Con from 0.00371122 to 0.00371123
Heightened Def Con from 0.00371124 to 0.00371124
Heightened Def Con from 0.00371127 to 0.00371127
Heightened Def Con from 0.00372146 to 0.00372147
Heightened Def Con from 0.00372148 to 0.00372149
Heightened Def Con from 0.00373165 to 0.00373165
Heightened Def Con from 0.00373165 to 0.00373166
Heightened Def Con from 0.00373167 to 0.00373168
Heightened Def Con from 0.00373169 to 0.00373169
Heightened Def Con from 0.00373678 to 0.00373678
Heightened Def Con from 0.00373681 to 0.00373681
Heightened Def Con from 0.00374195 to 0.00374195
Heightened Def Con from 0.00374708 to 0.00374708
Heightened Def Con from 0.00374708 to 0.00374708
Heightened Def Con from 0.00374708 to 0.00374708
Heightened Def Con from 0.00375219 to 0.00375219
Heightened Def Con from 0.00375225 to 0.00375225
Heightened Def Con from 0.0037573 to 0.0037573
Heightened Def Con from 0.00376244 to 0.00376244
Heightened Def Con from 0.00376244 to 0.00376244
Heightened Def Con from 0.00376248 to 0.00376248
Heightened Def Con from 0.00376746 to 0.00376747
